"Plot Title: L11"
"#","Date Time, GMT+01:00","X Accel, g (LGR S/N: 21217339, SEN S/N: 21217339)","Coupler Attached (LGR S/N: 21217339)","Host Connected (LGR S/N: 21217339)","Stopped (LGR S/N: 21217339)","End Of File (LGR S/N: 21217339)"
6192,06/06/22 07:11:00 PM,0.025,,,,
6193,06/06/22 07:12:00 PM,0.025,,,,
6194,06/06/22 07:13:00 PM,0.025,,,,
6195,06/06/22 07:14:00 PM,0.025,,,,
6196,06/06/22 07:15:00 PM,0.025,,,,
6197,06/06/22 07:16:00 PM,0.025,,,,
6198,06/06/22 07:17:00 PM,0.025,,,,
6199,06/06/22 07:18:00 PM,0.025,,,,
6200,06/06/22 07:19:00 PM,0.025,,,,
6201,06/06/22 07:20:00 PM,0.025,,,,
6202,06/06/22 07:21:00 PM,0.000,,,,
6203,06/06/22 07:22:00 PM,0.025,,,,
6204,06/06/22 07:23:00 PM,0.025,,,,
6205,06/06/22 07:24:00 PM,0.025,,,,
6206,06/06/22 07:25:00 PM,0.025,,,,
6207,06/06/22 07:26:00 PM,0.000,,,,
6208,06/06/22 07:27:00 PM,0.025,,,,
6209,06/06/22 07:28:00 PM,0.025,,,,
6210,06/06/22 07:29:00 PM,0.000,,,,
6211,06/06/22 07:30:00 PM,0.000,,,,
6212,06/06/22 07:31:00 PM,0.025,,,,
6213,06/06/22 07:32:00 PM,0.000,,,,
6214,06/06/22 07:33:00 PM,0.000,,,,
6215,06/06/22 07:34:00 PM,0.025,,,,
6216,06/06/22 07:35:00 PM,0.025,,,,
6217,06/06/22 07:36:00 PM,0.000,,,,
6218,06/06/22 07:37:00 PM,0.025,,,,
6219,06/06/22 07:38:00 PM,0.025,,,,
6220,06/06/22 07:39:00 PM,0.025,,,,
6221,06/06/22 07:40:00 PM,0.000,,,,
6222,06/06/22 07:41:00 PM,0.025,,,,
6223,06/06/22 07:42:00 PM,0.025,,,,
6224,06/06/22 07:43:00 PM,0.000,,,,
6225,06/06/22 07:44:00 PM,0.025,,,,
6226,06/06/22 07:45:00 PM,0.025,,,,
6227,06/06/22 07:46:00 PM,0.025,,,,
6228,06/06/22 07:47:00 PM,0.025,,,,
6229,06/06/22 07:48:00 PM,0.025,,,,
6230,06/06/22 07:49:00 PM,0.025,,,,
6231,06/06/22 07:50:00 PM,0.025,,,,
6232,06/06/22 07:51:00 PM,0.025,,,,
6233,06/06/22 07:52:00 PM,0.025,,,,
6234,06/06/22 07:53:00 PM,0.000,,,,
6235,06/06/22 07:54:00 PM,0.025,,,,
6236,06/06/22 07:55:00 PM,0.025,,,,
6237,06/06/22 07:56:00 PM,0.000,,,,
6238,06/06/22 07:57:00 PM,0.000,,,,
6239,06/06/22 07:58:00 PM,0.000,,,,
6240,06/06/22 07:59:00 PM,0.025,,,,
6241,06/06/22 08:00:00 PM,0.025,,,,
6242,06/06/22 08:01:00 PM,0.025,,,,
6243,06/06/22 08:02:00 PM,0.025,,,,
6244,06/06/22 08:03:00 PM,0.000,,,,
6245,06/06/22 08:04:00 PM,0.000,,,,
6246,06/06/22 08:05:00 PM,0.025,,,,
6247,06/06/22 08:06:00 PM,0.025,,,,
6248,06/06/22 08:07:00 PM,0.025,,,,
6249,06/06/22 08:08:00 PM,0.025,,,,
6250,06/06/22 08:09:00 PM,0.025,,,,
6251,06/06/22 08:10:00 PM,0.025,,,,
6252,06/06/22 08:11:00 PM,0.000,,,,
6253,06/06/22 08:12:00 PM,0.025,,,,
6254,06/06/22 08:13:00 PM,0.025,,,,
6255,06/06/22 08:14:00 PM,0.025,,,,
6256,06/06/22 08:15:00 PM,0.025,,,,
6257,06/06/22 08:16:00 PM,0.025,,,,
6258,06/06/22 08:17:00 PM,0.025,,,,
6259,06/06/22 08:18:00 PM,0.025,,,,
6260,06/06/22 08:19:00 PM,0.000,,,,
6261,06/06/22 08:20:00 PM,0.025,,,,
6262,06/06/22 08:21:00 PM,0.025,,,,
6263,06/06/22 08:22:00 PM,0.025,,,,
6264,06/06/22 08:23:00 PM,0.025,,,,
6265,06/06/22 08:24:00 PM,0.025,,,,
6266,06/06/22 08:25:00 PM,0.025,,,,
6267,06/06/22 08:26:00 PM,0.025,,,,
6268,06/06/22 08:27:00 PM,0.000,,,,
6269,06/06/22 08:28:00 PM,0.025,,,,
6270,06/06/22 08:29:00 PM,0.000,,,,
6271,06/06/22 08:30:00 PM,0.025,,,,
6272,06/06/22 08:31:00 PM,0.000,,,,
6273,06/06/22 08:32:00 PM,0.025,,,,
6274,06/06/22 08:33:00 PM,0.025,,,,
6275,06/06/22 08:34:00 PM,0.025,,,,
6276,06/06/22 08:35:00 PM,0.025,,,,
6277,06/06/22 08:36:00 PM,0.025,,,,
6278,06/06/22 08:37:00 PM,0.025,,,,
6279,06/06/22 08:38:00 PM,0.025,,,,
6280,06/06/22 08:39:00 PM,0.025,,,,
6281,06/06/22 08:40:00 PM,0.000,,,,
6282,06/06/22 08:41:00 PM,0.025,,,,
6283,06/06/22 08:42:00 PM,0.025,,,,
6284,06/06/22 08:43:00 PM,0.025,,,,
6285,06/06/22 08:44:00 PM,0.025,,,,
6286,06/06/22 08:45:00 PM,0.025,,,,
6287,06/06/22 08:46:00 PM,0.025,,,,
6288,06/06/22 08:47:00 PM,0.025,,,,
6289,06/06/22 08:48:00 PM,0.025,,,,
6290,06/06/22 08:49:00 PM,0.025,,,,
6291,06/06/22 08:50:00 PM,0.025,,,,
6292,06/06/22 08:51:00 PM,0.025,,,,
6293,06/06/22 08:52:00 PM,0.025,,,,
6294,06/06/22 08:53:00 PM,0.025,,,,
6295,06/06/22 08:54:00 PM,0.025,,,,
6296,06/06/22 08:55:00 PM,0.025,,,,
6297,06/06/22 08:56:00 PM,0.025,,,,
6298,06/06/22 08:57:00 PM,0.025,,,,
6299,06/06/22 08:58:00 PM,0.025,,,,
6300,06/06/22 08:59:00 PM,0.025,,,,
6301,06/06/22 09:00:00 PM,0.025,,,,
6302,06/06/22 09:01:00 PM,0.025,,,,
6303,06/06/22 09:02:00 PM,0.025,,,,
6304,06/06/22 09:03:00 PM,0.025,,,,
6305,06/06/22 09:04:00 PM,0.025,,,,
6306,06/06/22 09:05:00 PM,0.025,,,,
6307,06/06/22 09:06:00 PM,0.000,,,,
6308,06/06/22 09:07:00 PM,0.025,,,,
6309,06/06/22 09:08:00 PM,0.025,,,,
6310,06/06/22 09:09:00 PM,0.025,,,,
6311,06/06/22 09:10:00 PM,0.000,,,,
6312,06/06/22 09:11:00 PM,0.000,,,,
6313,06/06/22 09:12:00 PM,0.025,,,,
6314,06/06/22 09:13:00 PM,0.025,,,,
6315,06/06/22 09:14:00 PM,0.025,,,,
6316,06/06/22 09:15:00 PM,0.025,,,,
6317,06/06/22 09:16:00 PM,0.025,,,,
6318,06/06/22 09:17:00 PM,0.025,,,,
6319,06/06/22 09:18:00 PM,0.025,,,,
6320,06/06/22 09:19:00 PM,0.025,,,,
6321,06/06/22 09:20:00 PM,0.025,,,,
6322,06/06/22 09:21:00 PM,0.025,,,,
6323,06/06/22 09:22:00 PM,0.025,,,,
6324,06/06/22 09:23:00 PM,0.025,,,,
6325,06/06/22 09:24:00 PM,0.000,,,,
6326,06/06/22 09:25:00 PM,0.025,,,,
6327,06/06/22 09:26:00 PM,0.025,,,,
6328,06/06/22 09:27:00 PM,0.025,,,,
6329,06/06/22 09:28:00 PM,0.025,,,,
6330,06/06/22 09:29:00 PM,0.025,,,,
6331,06/06/22 09:30:00 PM,0.025,,,,
6332,06/06/22 09:31:00 PM,0.000,,,,
6333,06/06/22 09:32:00 PM,0.025,,,,
6334,06/06/22 09:33:00 PM,0.025,,,,
6335,06/06/22 09:34:00 PM,0.025,,,,
6336,06/06/22 09:35:00 PM,0.025,,,,
6337,06/06/22 09:36:00 PM,0.025,,,,
6338,06/06/22 09:37:00 PM,0.025,,,,
6339,06/06/22 09:38:00 PM,0.025,,,,
6340,06/06/22 09:39:00 PM,0.025,,,,
6341,06/06/22 09:40:00 PM,0.025,,,,
6342,06/06/22 09:41:00 PM,0.025,,,,
6343,06/06/22 09:42:00 PM,0.025,,,,
6344,06/06/22 09:43:00 PM,0.025,,,,
6345,06/06/22 09:44:00 PM,0.025,,,,
6346,06/06/22 09:45:00 PM,0.025,,,,
6347,06/06/22 09:46:00 PM,0.025,,,,
6348,06/06/22 09:47:00 PM,0.000,,,,
6349,06/06/22 09:48:00 PM,0.025,,,,
6350,06/06/22 09:49:00 PM,0.025,,,,
6351,06/06/22 09:50:00 PM,0.025,,,,
6352,06/06/22 09:51:00 PM,0.025,,,,
6353,06/06/22 09:52:00 PM,0.025,,,,
6354,06/06/22 09:53:00 PM,0.025,,,,
6355,06/06/22 09:54:00 PM,0.000,,,,
6356,06/06/22 09:55:00 PM,0.025,,,,
6357,06/06/22 09:56:00 PM,0.025,,,,
6358,06/06/22 09:57:00 PM,0.025,,,,
6359,06/06/22 09:58:00 PM,0.025,,,,
6360,06/06/22 09:59:00 PM,0.025,,,,
6361,06/06/22 10:00:00 PM,0.025,,,,
6362,06/06/22 10:01:00 PM,0.025,,,,
6363,06/06/22 10:02:00 PM,0.000,,,,
6364,06/06/22 10:03:00 PM,0.025,,,,
6365,06/06/22 10:04:00 PM,0.025,,,,
6366,06/06/22 10:05:00 PM,0.025,,,,
6367,06/06/22 10:06:00 PM,0.025,,,,
6368,06/06/22 10:07:00 PM,0.025,,,,
6369,06/06/22 10:08:00 PM,0.025,,,,
6370,06/06/22 10:09:00 PM,0.025,,,,
6371,06/06/22 10:10:00 PM,0.000,,,,
6372,06/06/22 10:11:00 PM,0.025,,,,
6373,06/06/22 10:12:00 PM,0.025,,,,
6374,06/06/22 10:13:00 PM,0.025,,,,
6375,06/06/22 10:14:00 PM,0.025,,,,
6376,06/06/22 10:15:00 PM,0.000,,,,
6377,06/06/22 10:16:00 PM,0.025,,,,
6378,06/06/22 10:17:00 PM,0.025,,,,
6379,06/06/22 10:18:00 PM,0.000,,,,
6380,06/06/22 10:19:00 PM,0.025,,,,
6381,06/06/22 10:20:00 PM,0.025,,,,
6382,06/06/22 10:21:00 PM,0.025,,,,
6383,06/06/22 10:22:00 PM,0.025,,,,
6384,06/06/22 10:23:00 PM,0.025,,,,
6385,06/06/22 10:24:00 PM,0.025,,,,
6386,06/06/22 10:25:00 PM,0.025,,,,
6387,06/06/22 10:26:00 PM,0.025,,,,
6388,06/06/22 10:27:00 PM,0.025,,,,
6389,06/06/22 10:28:00 PM,0.025,,,,
6390,06/06/22 10:29:00 PM,0.025,,,,
6391,06/06/22 10:30:00 PM,0.025,,,,
6392,06/06/22 10:31:00 PM,0.025,,,,
6393,06/06/22 10:32:00 PM,0.025,,,,
6394,06/06/22 10:33:00 PM,0.025,,,,
6395,06/06/22 10:34:00 PM,0.000,,,,
6396,06/06/22 10:35:00 PM,0.025,,,,
6397,06/06/22 10:36:00 PM,0.000,,,,
6398,06/06/22 10:37:00 PM,0.025,,,,
6399,06/06/22 10:38:00 PM,0.025,,,,
6400,06/06/22 10:39:00 PM,0.000,,,,
6401,06/06/22 10:40:00 PM,0.025,,,,
6402,06/06/22 10:41:00 PM,0.025,,,,
6403,06/06/22 10:42:00 PM,0.025,,,,
6404,06/06/22 10:43:00 PM,0.025,,,,
6405,06/06/22 10:44:00 PM,0.025,,,,
6406,06/06/22 10:45:00 PM,0.025,,,,
6407,06/06/22 10:46:00 PM,0.025,,,,
6408,06/06/22 10:47:00 PM,0.025,,,,
6409,06/06/22 10:48:00 PM,0.025,,,,
6410,06/06/22 10:49:00 PM,0.000,,,,
6411,06/06/22 10:50:00 PM,0.000,,,,
6412,06/06/22 10:51:00 PM,0.025,,,,
6413,06/06/22 10:52:00 PM,0.025,,,,
6414,06/06/22 10:53:00 PM,0.025,,,,
6415,06/06/22 10:54:00 PM,0.025,,,,
6416,06/06/22 10:55:00 PM,0.025,,,,
6417,06/06/22 10:56:00 PM,0.025,,,,
6418,06/06/22 10:57:00 PM,0.025,,,,
6419,06/06/22 10:58:00 PM,0.025,,,,
6420,06/06/22 10:59:00 PM,0.025,,,,
6421,06/06/22 11:00:00 PM,0.025,,,,
6422,06/06/22 11:01:00 PM,0.025,,,,
6423,06/06/22 11:02:00 PM,0.025,,,,
6424,06/06/22 11:03:00 PM,0.025,,,,
6425,06/06/22 11:04:00 PM,0.025,,,,
6426,06/06/22 11:05:00 PM,0.025,,,,
6427,06/06/22 11:06:00 PM,0.025,,,,
6428,06/06/22 11:07:00 PM,0.025,,,,
6429,06/06/22 11:08:00 PM,0.025,,,,
6430,06/06/22 11:09:00 PM,0.025,,,,
6431,06/06/22 11:10:00 PM,0.025,,,,
6432,06/06/22 11:11:00 PM,0.025,,,,
6433,06/06/22 11:12:00 PM,0.025,,,,
6434,06/06/22 11:13:00 PM,0.025,,,,
6435,06/06/22 11:14:00 PM,0.025,,,,
6436,06/06/22 11:15:00 PM,0.025,,,,
6437,06/06/22 11:16:00 PM,0.025,,,,
6438,06/06/22 11:17:00 PM,0.025,,,,
6439,06/06/22 11:18:00 PM,0.025,,,,
6440,06/06/22 11:19:00 PM,0.025,,,,
6441,06/06/22 11:20:00 PM,0.025,,,,
6442,06/06/22 11:21:00 PM,0.025,,,,
6443,06/06/22 11:22:00 PM,0.025,,,,
6444,06/06/22 11:23:00 PM,0.025,,,,
6445,06/06/22 11:24:00 PM,0.025,,,,
6446,06/06/22 11:25:00 PM,0.025,,,,
6447,06/06/22 11:26:00 PM,0.000,,,,
6448,06/06/22 11:27:00 PM,0.025,,,,
6449,06/06/22 11:28:00 PM,0.025,,,,
6450,06/06/22 11:29:00 PM,0.000,,,,
6451,06/06/22 11:30:00 PM,0.025,,,,
6452,06/06/22 11:31:00 PM,0.025,,,,
6453,06/06/22 11:32:00 PM,0.025,,,,
6454,06/06/22 11:33:00 PM,0.025,,,,
6455,06/06/22 11:34:00 PM,0.025,,,,
6456,06/06/22 11:35:00 PM,0.025,,,,
6457,06/06/22 11:36:00 PM,0.025,,,,
6458,06/06/22 11:37:00 PM,0.025,,,,
6459,06/06/22 11:38:00 PM,0.025,,,,
6460,06/06/22 11:39:00 PM,0.025,,,,
6461,06/06/22 11:40:00 PM,0.025,,,,
6462,06/06/22 11:41:00 PM,0.000,,,,
6463,06/06/22 11:42:00 PM,0.025,,,,
6464,06/06/22 11:43:00 PM,0.025,,,,
6465,06/06/22 11:44:00 PM,0.025,,,,
6466,06/06/22 11:45:00 PM,0.025,,,,
6467,06/06/22 11:46:00 PM,0.025,,,,
6468,06/06/22 11:47:00 PM,0.025,,,,
6469,06/06/22 11:48:00 PM,0.025,,,,
6470,06/06/22 11:49:00 PM,0.025,,,,
6471,06/06/22 11:50:00 PM,0.025,,,,
6472,06/06/22 11:51:00 PM,0.025,,,,
6473,06/06/22 11:52:00 PM,0.025,,,,
6474,06/06/22 11:53:00 PM,0.025,,,,
6475,06/06/22 11:54:00 PM,0.025,,,,
6476,06/06/22 11:55:00 PM,0.025,,,,
6477,06/06/22 11:56:00 PM,0.025,,,,
6478,06/06/22 11:57:00 PM,0.025,,,,
6479,06/06/22 11:58:00 PM,0.025,,,,
6480,06/06/22 11:59:00 PM,0.000,,,,
6481,06/07/22 12:00:00 AM,0.025,,,,
6482,06/07/22 12:01:00 AM,0.025,,,,
6483,06/07/22 12:02:00 AM,0.025,,,,
6484,06/07/22 12:03:00 AM,0.025,,,,
6485,06/07/22 12:04:00 AM,0.025,,,,
6486,06/07/22 12:05:00 AM,0.025,,,,
6487,06/07/22 12:06:00 AM,0.025,,,,
6488,06/07/22 12:07:00 AM,0.025,,,,
6489,06/07/22 12:08:00 AM,0.025,,,,
6490,06/07/22 12:09:00 AM,0.025,,,,
6491,06/07/22 12:10:00 AM,0.025,,,,
6492,06/07/22 12:11:00 AM,0.000,,,,
6493,06/07/22 12:12:00 AM,0.025,,,,
6494,06/07/22 12:13:00 AM,0.025,,,,
6495,06/07/22 12:14:00 AM,0.025,,,,
6496,06/07/22 12:15:00 AM,0.025,,,,
6497,06/07/22 12:16:00 AM,0.025,,,,
6498,06/07/22 12:17:00 AM,0.025,,,,
6499,06/07/22 12:18:00 AM,0.025,,,,
6500,06/07/22 12:19:00 AM,0.000,,,,
6501,06/07/22 12:20:00 AM,0.025,,,,
6502,06/07/22 12:21:00 AM,0.025,,,,
6503,06/07/22 12:22:00 AM,0.025,,,,
6504,06/07/22 12:23:00 AM,0.025,,,,
6505,06/07/22 12:24:00 AM,0.025,,,,
6506,06/07/22 12:25:00 AM,0.025,,,,
6507,06/07/22 12:26:00 AM,0.025,,,,
6508,06/07/22 12:27:00 AM,0.025,,,,
6509,06/07/22 12:28:00 AM,0.025,,,,
6510,06/07/22 12:29:00 AM,0.025,,,,
6511,06/07/22 12:30:00 AM,0.025,,,,
6512,06/07/22 12:31:00 AM,0.025,,,,
6513,06/07/22 12:32:00 AM,0.025,,,,
6514,06/07/22 12:33:00 AM,0.025,,,,
6515,06/07/22 12:34:00 AM,0.025,,,,
6516,06/07/22 12:35:00 AM,0.000,,,,
6517,06/07/22 12:36:00 AM,0.025,,,,
6518,06/07/22 12:37:00 AM,0.025,,,,
6519,06/07/22 12:38:00 AM,0.025,,,,
6520,06/07/22 12:39:00 AM,0.000,,,,
6521,06/07/22 12:40:00 AM,0.025,,,,
6522,06/07/22 12:41:00 AM,0.025,,,,
6523,06/07/22 12:42:00 AM,0.025,,,,
6524,06/07/22 12:43:00 AM,0.025,,,,
6525,06/07/22 12:44:00 AM,0.025,,,,
6526,06/07/22 12:45:00 AM,0.025,,,,
6527,06/07/22 12:46:00 AM,0.025,,,,
6528,06/07/22 12:47:00 AM,0.025,,,,
6529,06/07/22 12:48:00 AM,0.025,,,,
6530,06/07/22 12:49:00 AM,0.000,,,,
6531,06/07/22 12:50:00 AM,0.025,,,,
6532,06/07/22 12:51:00 AM,0.000,,,,
6533,06/07/22 12:52:00 AM,0.025,,,,
6534,06/07/22 12:53:00 AM,0.025,,,,
6535,06/07/22 12:54:00 AM,0.025,,,,
6536,06/07/22 12:55:00 AM,0.025,,,,
6537,06/07/22 12:56:00 AM,0.025,,,,
6538,06/07/22 12:57:00 AM,0.000,,,,
6539,06/07/22 12:58:00 AM,0.025,,,,
6540,06/07/22 12:59:00 AM,0.025,,,,
6541,06/07/22 01:00:00 AM,0.025,,,,
6542,06/07/22 01:01:00 AM,0.025,,,,
6543,06/07/22 01:02:00 AM,0.025,,,,
6544,06/07/22 01:03:00 AM,0.025,,,,
6545,06/07/22 01:04:00 AM,0.025,,,,
6546,06/07/22 01:05:00 AM,0.025,,,,
6547,06/07/22 01:06:00 AM,0.025,,,,
6548,06/07/22 01:07:00 AM,0.025,,,,
6549,06/07/22 01:08:00 AM,0.025,,,,
6550,06/07/22 01:09:00 AM,0.025,,,,
6551,06/07/22 01:10:00 AM,0.025,,,,
6552,06/07/22 01:11:00 AM,0.025,,,,
6553,06/07/22 01:12:00 AM,0.025,,,,
6554,06/07/22 01:13:00 AM,0.025,,,,
6555,06/07/22 01:14:00 AM,0.025,,,,
6556,06/07/22 01:15:00 AM,0.025,,,,
6557,06/07/22 01:16:00 AM,0.025,,,,
6558,06/07/22 01:17:00 AM,0.025,,,,
6559,06/07/22 01:18:00 AM,0.025,,,,
6560,06/07/22 01:19:00 AM,0.025,,,,
6561,06/07/22 01:20:00 AM,0.000,,,,
6562,06/07/22 01:21:00 AM,0.025,,,,
6563,06/07/22 01:22:00 AM,0.000,,,,
6564,06/07/22 01:23:00 AM,0.025,,,,
6565,06/07/22 01:24:00 AM,0.025,,,,
6566,06/07/22 01:25:00 AM,0.025,,,,
6567,06/07/22 01:26:00 AM,0.025,,,,
6568,06/07/22 01:27:00 AM,0.025,,,,
6569,06/07/22 01:28:00 AM,0.025,,,,
6570,06/07/22 01:29:00 AM,0.025,,,,
6571,06/07/22 01:30:00 AM,0.000,,,,
6572,06/07/22 01:31:00 AM,0.025,,,,
6573,06/07/22 01:32:00 AM,0.025,,,,
6574,06/07/22 01:33:00 AM,0.025,,,,
6575,06/07/22 01:34:00 AM,0.025,,,,
6576,06/07/22 01:35:00 AM,0.025,,,,
6577,06/07/22 01:36:00 AM,0.025,,,,
6578,06/07/22 01:37:00 AM,0.025,,,,
6579,06/07/22 01:38:00 AM,0.025,,,,
6580,06/07/22 01:39:00 AM,0.025,,,,
6581,06/07/22 01:40:00 AM,0.025,,,,
6582,06/07/22 01:41:00 AM,0.025,,,,
6583,06/07/22 01:42:00 AM,0.025,,,,
6584,06/07/22 01:43:00 AM,0.025,,,,
6585,06/07/22 01:44:00 AM,0.000,,,,
6586,06/07/22 01:45:00 AM,0.025,,,,
6587,06/07/22 01:46:00 AM,0.025,,,,
6588,06/07/22 01:47:00 AM,0.025,,,,
6589,06/07/22 01:48:00 AM,0.000,,,,
6590,06/07/22 01:49:00 AM,0.000,,,,
6591,06/07/22 01:50:00 AM,0.025,,,,
6592,06/07/22 01:51:00 AM,0.025,,,,
6593,06/07/22 01:52:00 AM,0.025,,,,
6594,06/07/22 01:53:00 AM,0.000,,,,
6595,06/07/22 01:54:00 AM,0.025,,,,
6596,06/07/22 01:55:00 AM,0.025,,,,
6597,06/07/22 01:56:00 AM,0.025,,,,
6598,06/07/22 01:57:00 AM,0.025,,,,
6599,06/07/22 01:58:00 AM,0.000,,,,
6600,06/07/22 01:59:00 AM,0.025,,,,
6601,06/07/22 02:00:00 AM,0.025,,,,
6602,06/07/22 02:01:00 AM,0.025,,,,
6603,06/07/22 02:02:00 AM,0.025,,,,
6604,06/07/22 02:03:00 AM,0.000,,,,
6605,06/07/22 02:04:00 AM,0.025,,,,
6606,06/07/22 02:05:00 AM,0.025,,,,
6607,06/07/22 02:06:00 AM,0.025,,,,
6608,06/07/22 02:07:00 AM,0.025,,,,
6609,06/07/22 02:08:00 AM,0.025,,,,
6610,06/07/22 02:09:00 AM,0.025,,,,
6611,06/07/22 02:10:00 AM,0.025,,,,
6612,06/07/22 02:11:00 AM,0.025,,,,
6613,06/07/22 02:12:00 AM,0.025,,,,
6614,06/07/22 02:13:00 AM,0.025,,,,
6615,06/07/22 02:14:00 AM,0.025,,,,
6616,06/07/22 02:15:00 AM,0.025,,,,
6617,06/07/22 02:16:00 AM,0.025,,,,
6618,06/07/22 02:17:00 AM,0.025,,,,
6619,06/07/22 02:18:00 AM,0.025,,,,
6620,06/07/22 02:19:00 AM,0.025,,,,
6621,06/07/22 02:20:00 AM,0.025,,,,
6622,06/07/22 02:21:00 AM,0.000,,,,
6623,06/07/22 02:22:00 AM,0.025,,,,
6624,06/07/22 02:23:00 AM,0.025,,,,
6625,06/07/22 02:24:00 AM,0.025,,,,
6626,06/07/22 02:25:00 AM,0.025,,,,
6627,06/07/22 02:26:00 AM,0.025,,,,
6628,06/07/22 02:27:00 AM,0.025,,,,
6629,06/07/22 02:28:00 AM,0.025,,,,
6630,06/07/22 02:29:00 AM,0.025,,,,
6631,06/07/22 02:30:00 AM,0.000,,,,
6632,06/07/22 02:31:00 AM,0.025,,,,
6633,06/07/22 02:32:00 AM,0.025,,,,
6634,06/07/22 02:33:00 AM,0.025,,,,
6635,06/07/22 02:34:00 AM,0.025,,,,
6636,06/07/22 02:35:00 AM,0.025,,,,
6637,06/07/22 02:36:00 AM,0.000,,,,
6638,06/07/22 02:37:00 AM,0.025,,,,
6639,06/07/22 02:38:00 AM,0.000,,,,
6640,06/07/22 02:39:00 AM,0.000,,,,
6641,06/07/22 02:40:00 AM,0.025,,,,
6642,06/07/22 02:41:00 AM,0.025,,,,
6643,06/07/22 02:42:00 AM,0.025,,,,
6644,06/07/22 02:43:00 AM,0.025,,,,
6645,06/07/22 02:44:00 AM,0.025,,,,
6646,06/07/22 02:45:00 AM,0.025,,,,
6647,06/07/22 02:46:00 AM,0.025,,,,
6648,06/07/22 02:47:00 AM,0.025,,,,
6649,06/07/22 02:48:00 AM,0.025,,,,
6650,06/07/22 02:49:00 AM,0.025,,,,
6651,06/07/22 02:50:00 AM,0.025,,,,
6652,06/07/22 02:51:00 AM,0.025,,,,
6653,06/07/22 02:52:00 AM,0.025,,,,
6654,06/07/22 02:53:00 AM,0.025,,,,
6655,06/07/22 02:54:00 AM,0.025,,,,
6656,06/07/22 02:55:00 AM,0.000,,,,
6657,06/07/22 02:56:00 AM,0.025,,,,
6658,06/07/22 02:57:00 AM,0.025,,,,
6659,06/07/22 02:58:00 AM,0.000,,,,
6660,06/07/22 02:59:00 AM,0.025,,,,
6661,06/07/22 03:00:00 AM,0.000,,,,
6662,06/07/22 03:01:00 AM,0.025,,,,
6663,06/07/22 03:02:00 AM,0.025,,,,
6664,06/07/22 03:03:00 AM,0.000,,,,
6665,06/07/22 03:04:00 AM,0.000,,,,
6666,06/07/22 03:05:00 AM,0.025,,,,
6667,06/07/22 03:06:00 AM,0.025,,,,
6668,06/07/22 03:07:00 AM,0.025,,,,
6669,06/07/22 03:08:00 AM,0.025,,,,
6670,06/07/22 03:09:00 AM,0.025,,,,
6671,06/07/22 03:10:00 AM,0.025,,,,
6672,06/07/22 03:11:00 AM,0.025,,,,
6673,06/07/22 03:12:00 AM,0.000,,,,
6674,06/07/22 03:13:00 AM,0.025,,,,
6675,06/07/22 03:14:00 AM,0.025,,,,
6676,06/07/22 03:15:00 AM,0.000,,,,
6677,06/07/22 03:16:00 AM,0.025,,,,
6678,06/07/22 03:17:00 AM,0.025,,,,
6679,06/07/22 03:18:00 AM,0.025,,,,
6680,06/07/22 03:19:00 AM,0.025,,,,
6681,06/07/22 03:20:00 AM,0.025,,,,
6682,06/07/22 03:21:00 AM,0.025,,,,
6683,06/07/22 03:22:00 AM,0.025,,,,
6684,06/07/22 03:23:00 AM,0.025,,,,
6685,06/07/22 03:24:00 AM,0.025,,,,
6686,06/07/22 03:25:00 AM,0.025,,,,
6687,06/07/22 03:26:00 AM,0.025,,,,
6688,06/07/22 03:27:00 AM,0.025,,,,
6689,06/07/22 03:28:00 AM,0.025,,,,
6690,06/07/22 03:29:00 AM,0.025,,,,
6691,06/07/22 03:30:00 AM,0.000,,,,
6692,06/07/22 03:31:00 AM,0.025,,,,
6693,06/07/22 03:32:00 AM,0.025,,,,
6694,06/07/22 03:33:00 AM,0.025,,,,
6695,06/07/22 03:34:00 AM,0.000,,,,
6696,06/07/22 03:35:00 AM,0.000,,,,
6697,06/07/22 03:36:00 AM,0.025,,,,
6698,06/07/22 03:37:00 AM,0.025,,,,
6699,06/07/22 03:38:00 AM,0.025,,,,
6700,06/07/22 03:39:00 AM,0.025,,,,
6701,06/07/22 03:40:00 AM,0.025,,,,
6702,06/07/22 03:41:00 AM,0.025,,,,
6703,06/07/22 03:42:00 AM,0.025,,,,
6704,06/07/22 03:43:00 AM,0.000,,,,
6705,06/07/22 03:44:00 AM,0.025,,,,
6706,06/07/22 03:45:00 AM,0.025,,,,
6707,06/07/22 03:46:00 AM,0.025,,,,
6708,06/07/22 03:47:00 AM,0.025,,,,
6709,06/07/22 03:48:00 AM,0.025,,,,
6710,06/07/22 03:49:00 AM,0.025,,,,
6711,06/07/22 03:50:00 AM,0.000,,,,
6712,06/07/22 03:51:00 AM,0.000,,,,
6713,06/07/22 03:52:00 AM,0.025,,,,
6714,06/07/22 03:53:00 AM,0.025,,,,
6715,06/07/22 03:54:00 AM,0.025,,,,
6716,06/07/22 03:55:00 AM,0.000,,,,
6717,06/07/22 03:56:00 AM,0.025,,,,
6718,06/07/22 03:57:00 AM,0.025,,,,
6719,06/07/22 03:58:00 AM,0.025,,,,
6720,06/07/22 03:59:00 AM,0.025,,,,
6721,06/07/22 04:00:00 AM,0.025,,,,
6722,06/07/22 04:01:00 AM,0.025,,,,
6723,06/07/22 04:02:00 AM,0.025,,,,
6724,06/07/22 04:03:00 AM,0.025,,,,
