datetime,y
21/11/2019 01:49,-0.091
21/11/2019 01:49,-0.099
21/11/2019 01:49,-0.099
21/11/2019 01:49,-0.095
21/11/2019 01:49,-0.095
21/11/2019 01:49,-0.103
21/11/2019 01:49,-0.103
21/11/2019 01:49,-0.095
21/11/2019 01:49,-0.091
21/11/2019 01:49,-0.106
21/11/2019 01:49,-0.087
21/11/2019 01:49,-0.103
21/11/2019 01:49,-0.099
21/11/2019 01:49,-0.099
21/11/2019 01:49,-0.095
21/11/2019 01:49,-0.103
21/11/2019 01:49,-0.091
21/11/2019 01:49,-0.087
21/11/2019 01:49,-0.091
21/11/2019 01:49,-0.087
21/11/2019 01:49,-0.099
21/11/2019 01:49,-0.099
21/11/2019 01:49,-0.099
21/11/2019 01:49,-0.099
21/11/2019 01:49,-0.087
21/11/2019 01:49,-0.095
21/11/2019 01:49,-0.103
21/11/2019 01:49,-0.095
21/11/2019 01:49,-0.099
21/11/2019 01:49,-0.103
21/11/2019 01:49,-0.087
21/11/2019 01:49,-0.091
21/11/2019 01:49,-0.091
21/11/2019 01:49,-0.095
21/11/2019 01:49,-0.095
21/11/2019 01:49,-0.103
21/11/2019 01:49,-0.091
21/11/2019 01:49,-0.099
21/11/2019 01:49,-0.099
21/11/2019 01:49,-0.091
21/11/2019 01:49,-0.103
21/11/2019 01:49,-0.091
21/11/2019 01:49,-0.091
21/11/2019 01:49,-0.083
21/11/2019 01:49,-0.103
21/11/2019 01:49,-0.099
21/11/2019 01:49,-0.103
21/11/2019 01:49,-0.099
21/11/2019 01:49,-0.103
21/11/2019 01:49,-0.091
21/11/2019 01:49,-0.095
21/11/2019 01:49,-0.103
21/11/2019 01:49,-0.091
21/11/2019 01:49,-0.091
21/11/2019 01:49,-0.095
21/11/2019 01:49,-0.103
21/11/2019 01:49,-0.095
21/11/2019 01:49,-0.106
21/11/2019 01:49,-0.095
21/11/2019 01:50,-0.11
21/11/2019 01:50,-0.099
21/11/2019 01:50,-0.103
21/11/2019 01:50,-0.091
21/11/2019 01:50,-0.087
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.091
21/11/2019 01:50,-0.099
21/11/2019 01:50,-0.103
21/11/2019 01:50,-0.103
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.103
21/11/2019 01:50,-0.103
21/11/2019 01:50,-0.099
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.099
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.106
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.099
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.099
21/11/2019 01:50,-0.087
21/11/2019 01:50,-0.103
21/11/2019 01:50,-0.099
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.091
21/11/2019 01:50,-0.087
21/11/2019 01:50,-0.091
21/11/2019 01:50,-0.103
21/11/2019 01:50,-0.091
21/11/2019 01:50,-0.091
21/11/2019 01:50,-0.103
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.099
21/11/2019 01:50,-0.11
21/11/2019 01:50,-0.091
21/11/2019 01:50,-0.091
21/11/2019 01:50,-0.091
21/11/2019 01:50,-0.103
21/11/2019 01:50,-0.091
21/11/2019 01:50,-0.103
21/11/2019 01:50,-0.091
21/11/2019 01:50,-0.099
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.099
21/11/2019 01:50,-0.103
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.103
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.091
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.099
21/11/2019 01:50,-0.095
21/11/2019 01:50,-0.099
21/11/2019 01:50,-0.091
21/11/2019 01:50,-0.106
21/11/2019 01:51,-0.11
21/11/2019 01:51,-0.106
21/11/2019 01:51,-0.091
21/11/2019 01:51,-0.095
21/11/2019 01:51,-0.103
21/11/2019 01:51,-0.091
21/11/2019 01:51,-0.091
21/11/2019 01:51,-0.099
21/11/2019 01:51,-0.087
21/11/2019 01:51,-0.091
21/11/2019 01:51,-0.106
21/11/2019 01:51,-0.099
21/11/2019 01:51,-0.099
21/11/2019 01:51,-0.099
21/11/2019 01:51,-0.099
21/11/2019 01:51,-0.095
21/11/2019 01:51,-0.087
21/11/2019 01:51,-0.099
21/11/2019 01:51,-0.103
21/11/2019 01:51,-0.091
21/11/2019 01:51,-0.103
21/11/2019 01:51,-0.103
21/11/2019 01:51,-0.11
21/11/2019 01:51,-0.095
21/11/2019 01:51,-0.103
21/11/2019 01:51,-0.103
21/11/2019 01:51,-0.091
21/11/2019 01:51,-0.099
21/11/2019 01:51,-0.095
21/11/2019 01:51,-0.087
21/11/2019 01:51,-0.11
21/11/2019 01:51,-0.095
21/11/2019 01:51,-0.099
21/11/2019 01:51,-0.091
21/11/2019 01:51,-0.091
21/11/2019 01:51,-0.095
21/11/2019 01:51,-0.091
21/11/2019 01:51,-0.095
21/11/2019 01:51,-0.095
21/11/2019 01:51,-0.099
21/11/2019 01:51,-0.099
21/11/2019 01:51,-0.091
21/11/2019 01:51,-0.091
21/11/2019 01:51,-0.099
21/11/2019 01:51,-0.103
21/11/2019 01:51,-0.091
21/11/2019 01:51,-0.087
